track_id,track_name,artist,genre,danceability,energy,loudness,tempo,valence,duration_ms,popularity,streams,country,subscription_plan,payment_method,revenue_usd
3513,Song_3513,Artist_161,Hip-Hop,0.604,0.235,-15.13,80.93,0.553,295830,29,1341330,Australia,Premium,Debit Card,8.49
3514,Song_3514,Artist_189,R&B,0.697,0.659,-13.32,118.44,0.55,256991,83,1116391,Brazil,Premium,Credit Card,7.31
3515,Song_3515,Artist_137,Indie,0.287,0.629,-5.19,106.98,0.448,275865,38,774293,UK,Free,Google Pay,0.0
3516,Song_3516,Artist_68,Classical,0.616,0.261,-12.86,109.06,0.936,319418,39,104253,Canada,Free,Debit Card,0.0
3517,Song_3517,Artist_35,R&B,0.415,0.936,-19.38,72.79,0.104,156183,25,328729,UK,Free,PayPal,0.0
3518,Song_3518,Artist_65,R&B,0.905,0.278,-15.42,82.38,0.614,207872,17,39419,Australia,Free,Apple Pay,0.0
3519,Song_3519,Artist_8,Rock,0.772,0.867,-13.64,82.66,0.235,305657,61,1535568,UK,Premium,Credit Card,6.75
3520,Song_3520,Artist_45,Pop,0.929,0.2,-22.87,112.25,0.525,121716,51,1178789,France,Premium,Debit Card,4.91
3521,Song_3521,Artist_87,Pop,0.228,0.888,-8.64,185.23,0.752,251361,37,830166,Germany,Free,Google Pay,0.0
3522,Song_3522,Artist_175,Rock,0.414,0.215,-22.59,88.84,0.272,124697,67,1695762,Germany,Premium,PayPal,7.32
3523,Song_3523,Artist_168,Jazz,0.347,0.791,-16.09,118.27,0.404,299171,24,643564,Australia,Free,Debit Card,0.0
3524,Song_3524,Artist_76,Rock,0.208,0.482,-7.3,103.63,0.906,246148,82,1807286,Germany,Free,Google Pay,0.0
3525,Song_3525,Artist_182,R&B,0.382,0.776,-14.71,170.23,0.735,212855,49,1310431,Australia,Free,Debit Card,0.0
3526,Song_3526,Artist_76,R&B,0.709,0.513,-6.48,67.02,0.565,183041,90,1262633,Spain,Premium,Credit Card,11.07
3527,Song_3527,Artist_174,Rock,0.373,0.255,-17.48,87.52,0.25,186145,21,925043,Australia,Premium,Apple Pay,9.07
3528,Song_3528,Artist_47,Rock,0.582,0.799,-3.93,89.49,0.433,253425,75,284898,Germany,Free,Google Pay,0.0
3529,Song_3529,Artist_15,Jazz,0.866,0.256,-20.39,199.01,0.747,136919,57,267367,Brazil,Free,Apple Pay,0.0
3530,Song_3530,Artist_105,Hip-Hop,0.72,0.919,-24.16,139.91,0.788,140141,41,1732256,Canada,Premium,Apple Pay,3.21
3531,Song_3531,Artist_147,Classical,0.496,0.24,-5.81,79.45,0.27,250946,17,312483,Spain,Free,PayPal,0.0
3532,Song_3532,Artist_26,Latin,0.479,0.574,-8.45,98.11,0.646,194484,21,1710238,Brazil,Free,Google Pay,0.0
3533,Song_3533,Artist_52,R&B,0.542,0.764,-19.9,83.5,0.136,234289,68,981550,UK,Free,PayPal,0.0
3534,Song_3534,Artist_93,Classical,0.333,0.507,-3.34,77.44,0.071,192693,96,1947177,France,Free,Apple Pay,0.0
3535,Song_3535,Artist_150,Rock,0.676,0.369,-13.95,171.61,0.544,254921,82,1930159,Canada,Premium,Credit Card,5.65
3536,Song_3536,Artist_21,Jazz,0.473,0.792,-4.08,129.41,0.252,291909,64,1265456,India,Free,Credit Card,0.0
3537,Song_3537,Artist_51,Electronic,0.839,0.812,-13.89,148.37,0.121,226849,44,808673,Australia,Free,Debit Card,0.0
3538,Song_3538,Artist_38,Jazz,0.767,0.92,-14.62,106.38,0.707,295923,28,820866,India,Free,Debit Card,0.0
3539,Song_3539,Artist_20,Country,0.658,0.493,-15.12,137.52,0.498,288170,36,1237379,Japan,Premium,Google Pay,10.17
3540,Song_3540,Artist_157,Country,0.473,0.595,-17.63,96.06,0.767,243185,37,829324,Germany,Free,Credit Card,0.0
3541,Song_3541,Artist_179,Classical,0.357,0.483,-13.26,103.13,0.648,282105,44,1866806,Spain,Premium,Apple Pay,7.41
3542,Song_3542,Artist_132,Pop,0.782,0.401,-15.04,151.31,0.707,286835,50,661498,Germany,Free,Credit Card,0.0
3543,Song_3543,Artist_55,Country,0.565,0.786,-24.19,81.05,0.327,131900,90,1425861,UK,Free,Google Pay,0.0
3544,Song_3544,Artist_199,Country,0.369,0.465,-19.27,146.41,0.287,274426,55,256922,Spain,Free,Debit Card,0.0
3545,Song_3545,Artist_92,Hip-Hop,0.346,0.534,-20.31,179.31,0.591,253286,88,1676020,Japan,Free,Debit Card,0.0
3546,Song_3546,Artist_28,Electronic,0.324,0.515,-5.92,76.86,0.23,263412,10,201748,Australia,Free,PayPal,0.0
3547,Song_3547,Artist_4,Hip-Hop,0.783,0.756,-11.82,185.64,0.784,267731,38,1229549,Germany,Premium,Debit Card,4.71
3548,Song_3548,Artist_150,Electronic,0.372,0.916,-8.2,71.12,0.521,265759,49,276677,Canada,Free,Apple Pay,0.0
3549,Song_3549,Artist_76,Indie,0.595,0.72,-3.95,108.85,0.254,126553,72,1158248,Canada,Free,Google Pay,0.0
3550,Song_3550,Artist_173,Latin,0.539,0.568,-10.83,145.47,0.613,193874,2,951889,UK,Free,Debit Card,0.0
3551,Song_3551,Artist_67,R&B,0.635,0.808,-3.38,138.32,0.901,238236,44,1423074,Spain,Premium,Debit Card,11.96
3552,Song_3552,Artist_86,Country,0.858,0.7,-18.14,73.49,0.124,247605,35,1522272,Canada,Free,Apple Pay,0.0
3553,Song_3553,Artist_194,R&B,0.851,0.247,-20.9,171.85,0.148,244833,21,884941,Brazil,Free,Debit Card,0.0
3554,Song_3554,Artist_162,Country,0.538,0.275,-16.13,196.24,0.809,268307,57,837376,UK,Free,Apple Pay,0.0
3555,Song_3555,Artist_91,Hip-Hop,0.212,0.23,-14.64,85.37,0.149,164143,91,1108170,Japan,Free,Debit Card,0.0
3556,Song_3556,Artist_183,Latin,0.52,0.556,-5.3,185.32,0.085,208719,23,1782657,USA,Free,Apple Pay,0.0
3557,Song_3557,Artist_105,Hip-Hop,0.655,0.844,-12.68,137.95,0.363,149287,32,1510772,France,Free,Debit Card,0.0
3558,Song_3558,Artist_1,Hip-Hop,0.618,0.444,-18.57,191.03,0.47,227006,90,1191162,Germany,Free,Google Pay,0.0
3559,Song_3559,Artist_72,Electronic,0.689,0.5,-8.66,84.65,0.562,275212,71,414833,France,Free,PayPal,0.0
3560,Song_3560,Artist_87,Pop,0.316,0.909,-13.87,170.88,0.507,214233,33,1048724,Brazil,Free,PayPal,0.0
3561,Song_3561,Artist_166,Jazz,0.685,0.853,-21.43,68.37,0.872,150657,17,1181998,USA,Premium,Credit Card,3.94
3562,Song_3562,Artist_6,Classical,0.337,0.719,-12.31,183.65,0.742,310566,72,356086,Brazil,Premium,PayPal,6.96
3563,Song_3563,Artist_153,R&B,0.763,0.408,-4.95,154.38,0.935,134746,42,310462,Germany,Premium,Apple Pay,12.0
3564,Song_3564,Artist_145,Indie,0.454,0.291,-6.46,111.84,0.479,210067,17,85195,USA,Free,Apple Pay,0.0
3565,Song_3565,Artist_61,Country,0.732,0.213,-12.09,86.67,0.126,300566,48,1399890,Japan,Premium,PayPal,10.34
3566,Song_3566,Artist_12,Hip-Hop,0.236,0.283,-16.7,174.31,0.91,258817,48,756581,UK,Premium,Apple Pay,10.19
3567,Song_3567,Artist_6,Pop,0.506,0.428,-23.09,144.45,0.054,252495,82,260207,Spain,Free,Google Pay,0.0
3568,Song_3568,Artist_27,Hip-Hop,0.729,0.63,-14.67,110.46,0.748,167305,57,455394,USA,Free,Apple Pay,0.0
3569,Song_3569,Artist_136,Latin,0.37,0.25,-8.45,122.14,0.078,263131,61,1125381,Japan,Free,Google Pay,0.0
3570,Song_3570,Artist_124,Electronic,0.796,0.306,-17.07,175.72,0.735,144721,44,321609,Germany,Premium,Google Pay,5.84
3571,Song_3571,Artist_106,Indie,0.673,0.341,-19.82,107.45,0.894,285751,23,788040,Australia,Premium,Google Pay,4.37
3572,Song_3572,Artist_193,Jazz,0.641,0.693,-4.51,72.55,0.4,217895,76,640759,Brazil,Free,Debit Card,0.0
3573,Song_3573,Artist_185,Latin,0.465,0.68,-6.93,187.58,0.267,314710,87,470873,Japan,Premium,Credit Card,5.67
3574,Song_3574,Artist_93,Rock,0.562,0.63,-10.96,114.23,0.254,148277,53,1482626,France,Premium,Apple Pay,8.44
3575,Song_3575,Artist_109,Indie,0.648,0.395,-21.99,108.77,0.493,186875,33,232765,UK,Premium,Debit Card,3.37
3576,Song_3576,Artist_99,Hip-Hop,0.554,0.489,-21.81,88.62,0.204,236934,56,918671,Germany,Premium,Credit Card,5.79
3577,Song_3577,Artist_168,Latin,0.724,0.275,-22.73,185.64,0.656,265836,28,966842,Germany,Premium,Debit Card,3.04
3578,Song_3578,Artist_142,Jazz,0.525,0.377,-11.44,90.45,0.382,267953,23,120467,USA,Premium,Apple Pay,3.06
3579,Song_3579,Artist_35,Pop,0.352,0.9,-22.46,149.13,0.341,196676,63,1704749,Australia,Free,Google Pay,0.0
3580,Song_3580,Artist_176,Pop,0.36,0.964,-6.46,183.31,0.465,301014,7,1744479,India,Premium,Debit Card,9.75
3581,Song_3581,Artist_84,R&B,0.204,0.705,-3.15,64.89,0.538,128201,2,135328,Germany,Free,Credit Card,0.0
3582,Song_3582,Artist_56,Jazz,0.426,0.915,-16.94,176.03,0.178,144568,65,396695,UK,Premium,Credit Card,6.18
3583,Song_3583,Artist_177,Pop,0.762,0.701,-15.02,117.48,0.687,282402,4,352655,Japan,Premium,Credit Card,9.29
3584,Song_3584,Artist_141,Latin,0.796,0.226,-9.34,152.12,0.845,122816,8,717838,Brazil,Free,Debit Card,0.0
3585,Song_3585,Artist_189,R&B,0.352,0.977,-4.38,112.14,0.3,153094,49,1877947,Brazil,Free,Credit Card,0.0
3586,Song_3586,Artist_49,Pop,0.919,0.277,-5.33,157.37,0.212,202802,29,1469802,India,Free,PayPal,0.0
3587,Song_3587,Artist_46,Indie,0.577,0.732,-23.73,95.6,0.734,138055,82,1307550,Australia,Free,Credit Card,0.0
3588,Song_3588,Artist_113,Electronic,0.888,0.397,-21.28,63.07,0.215,223306,55,626408,USA,Premium,Credit Card,5.39
3589,Song_3589,Artist_190,Rock,0.73,0.506,-8.4,192.69,0.087,269630,37,796414,UK,Free,Debit Card,0.0
3590,Song_3590,Artist_136,Jazz,0.742,0.704,-9.84,62.29,0.607,125235,95,898765,USA,Free,Apple Pay,0.0
3591,Song_3591,Artist_43,Latin,0.264,0.54,-22.07,175.37,0.266,219227,6,838058,Canada,Premium,Debit Card,7.44
3592,Song_3592,Artist_148,Country,0.365,0.395,-13.95,83.68,0.205,267233,24,844709,Germany,Free,Debit Card,0.0
3593,Song_3593,Artist_124,Hip-Hop,0.207,0.461,-7.82,114.91,0.933,304490,79,766042,Japan,Free,PayPal,0.0
3594,Song_3594,Artist_97,Latin,0.737,0.466,-20.19,175.15,0.313,265619,40,627593,USA,Free,Apple Pay,0.0
3595,Song_3595,Artist_90,Pop,0.458,0.948,-5.83,88.83,0.863,249947,12,1650040,France,Premium,Debit Card,7.76
3596,Song_3596,Artist_39,Latin,0.79,0.823,-23.83,181.2,0.21,281980,64,1810711,Spain,Free,PayPal,0.0
3597,Song_3597,Artist_85,Country,0.454,0.558,-7.79,129.69,0.787,297641,46,1421890,Brazil,Free,Debit Card,0.0
3598,Song_3598,Artist_177,Hip-Hop,0.815,0.356,-11.45,111.26,0.502,217188,14,913692,France,Free,PayPal,0.0
3599,Song_3599,Artist_192,R&B,0.298,0.833,-18.07,152.74,0.121,174259,27,467492,Germany,Premium,Google Pay,11.65
3600,Song_3600,Artist_62,Pop,0.33,0.323,-9.14,107.79,0.71,307093,37,1599566,Germany,Premium,Credit Card,8.45
3601,Song_3601,Artist_106,Classical,0.456,0.364,-7.79,108.62,0.853,240408,77,453310,Germany,Free,Credit Card,0.0
3602,Song_3602,Artist_107,Pop,0.506,0.485,-4.45,162.69,0.197,194881,62,1111117,Brazil,Premium,Debit Card,10.47
3603,Song_3603,Artist_54,Rock,0.462,0.887,-16.91,103.38,0.703,122070,67,105330,Australia,Free,PayPal,0.0
3604,Song_3604,Artist_126,Classical,0.773,0.303,-9.91,88.11,0.451,209266,80,1201782,Germany,Free,Google Pay,0.0
3605,Song_3605,Artist_9,Rock,0.273,0.295,-11.74,173.07,0.728,222904,76,1323073,France,Free,Credit Card,0.0
3606,Song_3606,Artist_88,Country,0.463,0.585,-13.45,172.75,0.693,153688,14,471133,Spain,Premium,Debit Card,8.62
3607,Song_3607,Artist_37,Jazz,0.828,0.416,-5.41,129.66,0.074,238170,98,1417330,Canada,Free,Debit Card,0.0
3608,Song_3608,Artist_49,Hip-Hop,0.25,0.644,-24.93,133.73,0.211,297683,95,1982318,Germany,Premium,PayPal,3.51
3609,Song_3609,Artist_41,Electronic,0.907,0.552,-18.79,157.45,0.474,142856,39,850198,Brazil,Premium,Apple Pay,5.47
3610,Song_3610,Artist_17,R&B,0.94,0.539,-13.16,131.3,0.89,298646,5,1156823,Australia,Premium,Debit Card,12.0
3611,Song_3611,Artist_88,Electronic,0.266,0.287,-21.08,118.39,0.358,268899,76,1358316,Germany,Free,Google Pay,0.0
3612,Song_3612,Artist_21,Indie,0.418,0.31,-5.03,199.29,0.616,263771,26,1263800,Germany,Premium,Google Pay,4.26
3613,Song_3613,Artist_51,Indie,0.479,0.84,-10.75,80.67,0.061,221105,81,408638,France,Free,Apple Pay,0.0
3614,Song_3614,Artist_59,Country,0.782,0.891,-14.49,142.98,0.69,203695,53,514985,Canada,Free,Google Pay,0.0
3615,Song_3615,Artist_167,Jazz,0.647,0.383,-7.08,184.02,0.593,269748,63,1943362,USA,Free,PayPal,0.0
3616,Song_3616,Artist_183,Indie,0.683,0.288,-15.08,156.21,0.694,123703,11,1299750,Spain,Free,Debit Card,0.0
3617,Song_3617,Artist_41,Pop,0.768,0.242,-12.71,183.33,0.864,217193,33,905980,Brazil,Premium,PayPal,9.97
3618,Song_3618,Artist_39,Latin,0.288,0.674,-24.94,107.09,0.182,284665,41,948142,Japan,Free,Apple Pay,0.0
3619,Song_3619,Artist_141,Rock,0.825,0.758,-16.95,98.08,0.285,232501,40,1228638,UK,Free,Apple Pay,0.0
3620,Song_3620,Artist_192,Indie,0.729,0.491,-21.95,179.18,0.946,226015,46,1119840,Brazil,Free,PayPal,0.0
3621,Song_3621,Artist_11,Country,0.633,0.73,-9.83,115.18,0.191,201547,4,852188,Australia,Premium,Credit Card,9.71
3622,Song_3622,Artist_147,Rock,0.867,0.756,-14.46,159.36,0.699,238429,96,1241933,Canada,Free,Apple Pay,0.0
3623,Song_3623,Artist_139,Pop,0.725,0.93,-18.36,80.68,0.703,275786,95,325697,Australia,Free,Debit Card,0.0
3624,Song_3624,Artist_77,Jazz,0.351,0.251,-14.71,165.82,0.665,206372,11,287173,Brazil,Premium,Apple Pay,10.53
3625,Song_3625,Artist_127,Hip-Hop,0.522,0.35,-20.39,136.86,0.255,236947,81,183923,Germany,Premium,PayPal,10.09
3626,Song_3626,Artist_46,Electronic,0.571,0.253,-4.65,97.61,0.244,203082,27,761943,Japan,Premium,PayPal,4.56
3627,Song_3627,Artist_45,Pop,0.241,0.877,-23.81,129.23,0.65,221743,8,1500018,India,Free,Google Pay,0.0
3628,Song_3628,Artist_1,R&B,0.916,0.818,-5.96,157.57,0.218,286373,21,1300381,UK,Free,Credit Card,0.0
3629,Song_3629,Artist_168,Classical,0.296,0.648,-13.75,61.66,0.645,289452,97,1592248,Spain,Premium,PayPal,6.63
3630,Song_3630,Artist_108,Country,0.723,0.265,-11.38,149.25,0.493,260623,5,1472881,USA,Premium,Google Pay,4.57
3631,Song_3631,Artist_19,Electronic,0.58,0.413,-18.34,135.82,0.398,226234,62,613214,Japan,Premium,Google Pay,10.7
3632,Song_3632,Artist_76,R&B,0.219,0.432,-3.73,90.84,0.32,138609,32,1213655,UK,Premium,Debit Card,3.3
3633,Song_3633,Artist_72,Hip-Hop,0.894,0.637,-18.8,165.42,0.903,212672,89,745719,Canada,Premium,Google Pay,7.35
3634,Song_3634,Artist_200,R&B,0.839,0.401,-12.04,102.48,0.507,189208,58,1510518,Canada,Premium,Credit Card,3.5
3635,Song_3635,Artist_189,Jazz,0.593,0.257,-3.14,98.76,0.555,253232,72,245665,USA,Premium,Debit Card,7.83
3636,Song_3636,Artist_109,Classical,0.372,0.77,-5.62,125.97,0.904,308698,27,588470,Australia,Free,PayPal,0.0
3637,Song_3637,Artist_12,Rock,0.291,0.433,-13.2,154.66,0.638,249567,26,1561694,Germany,Premium,PayPal,10.02
3638,Song_3638,Artist_189,Electronic,0.473,0.553,-3.21,190.04,0.912,252869,40,169531,France,Free,Google Pay,0.0
3639,Song_3639,Artist_161,Classical,0.392,0.3,-9.57,79.79,0.146,214248,29,721771,Japan,Premium,Apple Pay,10.6
3640,Song_3640,Artist_45,Latin,0.58,0.826,-20.41,115.51,0.812,262243,73,3015,Spain,Free,Credit Card,0.0
3641,Song_3641,Artist_90,Pop,0.925,0.641,-16.08,69.38,0.352,211302,82,219362,UK,Premium,Credit Card,10.4
3642,Song_3642,Artist_103,Latin,0.631,0.903,-17.64,166.2,0.779,299030,7,1048829,France,Free,Google Pay,0.0
3643,Song_3643,Artist_197,Pop,0.867,0.586,-17.43,122.68,0.82,274525,21,1393802,USA,Free,Credit Card,0.0
3644,Song_3644,Artist_8,Jazz,0.688,0.934,-8.27,158.97,0.294,193429,80,1103477,India,Free,Debit Card,0.0
3645,Song_3645,Artist_153,Classical,0.556,0.896,-12.15,105.11,0.418,140792,67,763205,Germany,Premium,Google Pay,9.48
3646,Song_3646,Artist_91,Hip-Hop,0.841,0.65,-24.16,178.2,0.703,253002,96,1180678,India,Premium,Apple Pay,6.62
3647,Song_3647,Artist_174,Indie,0.554,0.928,-5.7,134.88,0.139,266777,10,138673,Australia,Free,PayPal,0.0
3648,Song_3648,Artist_87,R&B,0.851,0.452,-18.47,192.11,0.73,182594,62,418605,France,Free,Credit Card,0.0
3649,Song_3649,Artist_158,Indie,0.419,0.485,-3.06,71.03,0.149,120047,96,437314,India,Free,PayPal,0.0
3650,Song_3650,Artist_175,Classical,0.297,0.235,-4.01,132.0,0.873,120133,8,1002599,France,Free,Apple Pay,0.0
3651,Song_3651,Artist_177,Latin,0.841,0.66,-4.31,167.3,0.299,298694,96,1756914,UK,Free,Apple Pay,0.0
3652,Song_3652,Artist_175,Indie,0.641,0.763,-7.16,144.02,0.568,131238,4,1167883,India,Free,Debit Card,0.0
3653,Song_3653,Artist_84,Country,0.867,0.803,-20.15,63.25,0.155,155132,29,1136561,France,Premium,Apple Pay,5.44
3654,Song_3654,Artist_82,Indie,0.903,0.317,-13.28,196.13,0.293,221813,12,1591095,Japan,Free,Apple Pay,0.0
3655,Song_3655,Artist_146,Pop,0.24,0.546,-20.07,101.76,0.414,279154,51,1361663,Brazil,Premium,Credit Card,10.93
3656,Song_3656,Artist_194,Country,0.576,0.338,-19.29,94.9,0.488,231663,19,1991356,Spain,Free,PayPal,0.0
3657,Song_3657,Artist_68,Electronic,0.481,0.716,-11.56,127.99,0.05,176305,31,116196,Australia,Free,Credit Card,0.0
3658,Song_3658,Artist_161,Indie,0.669,0.323,-24.1,135.9,0.85,173246,26,384911,Canada,Premium,Credit Card,10.97
3659,Song_3659,Artist_127,Country,0.795,0.905,-3.67,167.28,0.057,171689,6,1930960,Germany,Free,Google Pay,0.0
3660,Song_3660,Artist_164,Classical,0.41,0.38,-4.79,115.06,0.746,291836,29,1226443,India,Free,Google Pay,0.0
3661,Song_3661,Artist_82,R&B,0.618,0.427,-16.62,121.59,0.474,273440,17,981848,Canada,Free,Debit Card,0.0
3662,Song_3662,Artist_147,Electronic,0.732,0.864,-13.66,134.89,0.521,155239,20,1516305,Spain,Premium,Debit Card,5.63
3663,Song_3663,Artist_156,Hip-Hop,0.301,0.558,-14.75,115.21,0.237,187970,42,785374,Brazil,Free,Apple Pay,0.0
3664,Song_3664,Artist_168,Hip-Hop,0.811,0.219,-5.59,188.04,0.597,201559,47,1807572,France,Free,Debit Card,0.0
3665,Song_3665,Artist_84,Jazz,0.655,0.586,-9.85,179.18,0.534,247019,74,15294,France,Premium,Debit Card,5.48
3666,Song_3666,Artist_113,Indie,0.912,0.266,-18.88,123.7,0.198,211922,70,1112572,France,Free,Apple Pay,0.0
3667,Song_3667,Artist_76,R&B,0.455,0.969,-15.17,60.03,0.264,297342,96,909895,Spain,Free,PayPal,0.0
3668,Song_3668,Artist_122,Rock,0.281,0.659,-15.56,186.13,0.11,207601,2,1714140,UK,Free,Apple Pay,0.0
3669,Song_3669,Artist_143,Country,0.58,0.4,-3.89,77.41,0.11,240632,74,1003448,Australia,Premium,Apple Pay,11.94
3670,Song_3670,Artist_41,Electronic,0.264,0.64,-21.14,94.23,0.062,164014,37,1150950,UK,Premium,PayPal,7.64
3671,Song_3671,Artist_167,Classical,0.927,0.26,-23.03,81.33,0.248,315952,91,1394714,USA,Premium,Apple Pay,11.95
3672,Song_3672,Artist_2,Indie,0.229,0.824,-5.63,85.17,0.662,135665,19,154424,Japan,Premium,Google Pay,7.15
3673,Song_3673,Artist_191,Classical,0.765,0.922,-5.27,172.4,0.335,160542,41,260894,Canada,Premium,Debit Card,7.81
3674,Song_3674,Artist_29,Rock,0.594,0.882,-5.82,141.13,0.358,206769,16,1164732,UK,Free,Apple Pay,0.0
3675,Song_3675,Artist_105,Jazz,0.476,0.467,-13.76,193.85,0.169,288040,84,1231715,Brazil,Premium,Credit Card,4.35
3676,Song_3676,Artist_194,Rock,0.249,0.454,-10.49,92.4,0.568,143481,60,218475,USA,Premium,Debit Card,11.46
3677,Song_3677,Artist_51,Pop,0.667,0.227,-12.61,127.99,0.358,190558,57,1466405,France,Premium,Google Pay,11.83
3678,Song_3678,Artist_75,Latin,0.639,0.708,-23.47,196.84,0.659,303716,64,1521982,USA,Premium,Google Pay,7.93
3679,Song_3679,Artist_10,Electronic,0.411,0.617,-11.89,175.7,0.717,166954,5,1466496,Australia,Free,Apple Pay,0.0
3680,Song_3680,Artist_142,Latin,0.883,0.558,-24.7,162.01,0.576,240156,18,1918663,Brazil,Premium,PayPal,11.56
3681,Song_3681,Artist_51,Rock,0.428,0.908,-17.85,86.46,0.298,226243,72,9133,Brazil,Free,Credit Card,0.0
3682,Song_3682,Artist_118,Jazz,0.537,0.331,-4.49,167.72,0.508,129145,13,228368,India,Free,Apple Pay,0.0
3683,Song_3683,Artist_121,Jazz,0.608,0.208,-18.31,108.66,0.277,301566,74,195021,UK,Free,PayPal,0.0
3684,Song_3684,Artist_39,Hip-Hop,0.275,0.257,-4.32,134.28,0.863,180835,36,1762257,Canada,Free,Google Pay,0.0
3685,Song_3685,Artist_28,Indie,0.899,0.374,-19.5,145.28,0.74,245622,19,1496992,Germany,Free,Debit Card,0.0
3686,Song_3686,Artist_3,Hip-Hop,0.481,0.226,-18.08,145.31,0.494,185506,31,1917581,Japan,Premium,Google Pay,7.74
3687,Song_3687,Artist_84,Electronic,0.261,0.592,-11.18,161.71,0.919,163064,93,1792677,Germany,Free,Apple Pay,0.0
3688,Song_3688,Artist_198,Electronic,0.49,0.445,-8.24,152.64,0.542,142954,23,831248,Canada,Premium,PayPal,6.05
3689,Song_3689,Artist_155,Electronic,0.65,0.341,-13.97,69.57,0.346,216872,32,1006100,UK,Free,Apple Pay,0.0
3690,Song_3690,Artist_117,Classical,0.585,0.785,-5.59,124.03,0.136,229120,11,1262263,UK,Premium,Google Pay,8.84
3691,Song_3691,Artist_2,Hip-Hop,0.721,0.359,-24.11,152.96,0.539,290123,66,1332581,Japan,Free,Credit Card,0.0
3692,Song_3692,Artist_93,Classical,0.242,0.736,-4.71,101.44,0.824,212221,96,672839,Japan,Premium,Google Pay,10.54
3693,Song_3693,Artist_166,Latin,0.413,0.472,-20.68,103.83,0.83,126574,5,1910647,Germany,Free,Apple Pay,0.0
3694,Song_3694,Artist_131,Indie,0.814,0.599,-5.55,77.44,0.594,152381,95,685818,Canada,Free,PayPal,0.0
3695,Song_3695,Artist_144,Rock,0.26,0.928,-16.18,118.61,0.404,277111,13,1807628,UK,Premium,Apple Pay,5.36
3696,Song_3696,Artist_94,Country,0.842,0.229,-6.68,198.16,0.635,125331,86,1913042,France,Free,Debit Card,0.0
3697,Song_3697,Artist_40,Hip-Hop,0.269,0.59,-10.22,99.94,0.736,150412,64,1463612,Australia,Premium,Debit Card,8.76
3698,Song_3698,Artist_2,Country,0.826,0.866,-21.13,134.4,0.42,203857,35,1255094,Spain,Free,PayPal,0.0
3699,Song_3699,Artist_81,Jazz,0.471,0.659,-4.8,164.05,0.479,231132,83,700324,Canada,Free,Google Pay,0.0
3700,Song_3700,Artist_169,Hip-Hop,0.659,0.416,-19.6,61.89,0.663,137458,29,1236481,UK,Free,Apple Pay,0.0
3701,Song_3701,Artist_12,Latin,0.315,0.51,-19.63,186.06,0.839,134058,23,679759,Canada,Free,Debit Card,0.0
3702,Song_3702,Artist_163,Hip-Hop,0.25,0.731,-7.09,114.12,0.762,286413,83,417974,Australia,Free,Credit Card,0.0
3703,Song_3703,Artist_65,Classical,0.362,0.895,-22.67,181.68,0.07,155165,80,382887,Japan,Premium,Debit Card,11.69
3704,Song_3704,Artist_55,Indie,0.296,0.232,-20.12,65.45,0.162,178425,95,1319378,USA,Premium,Google Pay,11.69
3705,Song_3705,Artist_45,Rock,0.434,0.256,-13.92,80.39,0.818,120418,16,1551716,Canada,Premium,PayPal,4.02
3706,Song_3706,Artist_101,R&B,0.586,0.454,-6.73,105.15,0.8,202559,26,753780,USA,Premium,Credit Card,9.35
3707,Song_3707,Artist_62,Rock,0.642,0.382,-21.76,108.36,0.4,171236,3,1826626,Canada,Free,Apple Pay,0.0
3708,Song_3708,Artist_49,Rock,0.792,0.407,-12.95,178.69,0.576,157357,23,1179198,Japan,Free,Apple Pay,0.0
3709,Song_3709,Artist_127,Jazz,0.692,0.373,-9.35,61.57,0.865,202278,57,606089,Germany,Premium,PayPal,9.9
3710,Song_3710,Artist_153,Latin,0.657,0.353,-6.07,149.76,0.87,203723,9,973666,India,Free,Credit Card,0.0
3711,Song_3711,Artist_23,Country,0.509,0.302,-4.42,78.38,0.755,289044,51,1987145,India,Premium,Credit Card,9.26
3712,Song_3712,Artist_152,Latin,0.555,0.928,-7.74,175.25,0.239,291729,88,1023998,Germany,Free,Credit Card,0.0
3713,Song_3713,Artist_38,R&B,0.511,0.312,-10.64,169.0,0.707,233290,33,970465,India,Free,PayPal,0.0
3714,Song_3714,Artist_28,Jazz,0.832,0.359,-15.46,129.99,0.141,169690,78,1621331,Spain,Free,PayPal,0.0
3715,Song_3715,Artist_21,Indie,0.373,0.392,-22.53,89.78,0.855,189975,92,99041,Germany,Free,Apple Pay,0.0
3716,Song_3716,Artist_182,Rock,0.204,0.928,-9.39,148.83,0.184,176040,24,1978491,USA,Free,Debit Card,0.0
3717,Song_3717,Artist_107,Classical,0.688,0.789,-3.16,81.88,0.646,277866,50,110109,Germany,Free,Google Pay,0.0
3718,Song_3718,Artist_146,Jazz,0.352,0.816,-8.79,86.6,0.599,260977,52,1243056,USA,Free,Apple Pay,0.0
3719,Song_3719,Artist_164,Electronic,0.868,0.282,-24.63,147.74,0.749,317473,71,1213345,Japan,Free,Credit Card,0.0
3720,Song_3720,Artist_99,Hip-Hop,0.844,0.852,-14.08,198.77,0.546,212179,38,409378,Japan,Free,Debit Card,0.0
3721,Song_3721,Artist_173,Latin,0.258,0.518,-11.48,184.75,0.104,146926,44,203643,India,Premium,Google Pay,3.7
3722,Song_3722,Artist_119,Jazz,0.28,0.405,-9.83,143.04,0.685,297124,89,1727446,Germany,Premium,Credit Card,3.51
